genres,app_name,release_date,price,id,developer
"['Indie', 'Horror', 'Platformer', 'Casual', 'Co-op', 'Pixel Graphics', 'Multiplayer', '2D', 'Adventure', 'Action']",extreme exorcism,2015,12.99,334100,Golden Ruby Games
"['Free to Play', 'Indie', 'Horror', 'Pixel Graphics', '2D', 'Adventure']",nyctophilia,2015,0.0,402890,CAT IN JAR GAMES
"['Indie', 'Casual', 'Strategy']",navpoint,2015,4.99,297080,Ross Edgar
"['Simulation', 'Casual', 'Strategy']",rescue team 2,2011,4.99,403090,Alawar Entertainment
"['Simulation', 'Casual', 'Strategy']",rescue team 3,2013,4.99,403100,Alawar Entertainment
"['Indie', 'Local Multiplayer', 'Casual', 'Singleplayer', 'Pixel Graphics', 'Multiplayer', 'Difficult', '2D', 'Arcade', 'Action']",timberman,2015,0.99,398710,Digital Melody
"['Indie', 'Action']",shmup love boom - soundtrack,2015,1.99,387120,Sam L Jones
"['Indie', 'Sailing', 'Pirates', 'Adventure', 'Action']",broadside,2015,4.99,401560,Duct Tape Games
"['Adventure', 'Indie', 'RPG', 'Casual']",undefeated - deluxe contents,2015,4.99,394080,Aldorlea Games
"['Indie', 'Local Multiplayer', '4 Player Local', 'Platformer', 'Singleplayer', 'Pixel Graphics', 'Action']",chargeshot,2015,9.99,401840,Cowboy Color
"['Great Soundtrack', 'Bullet Hell', ""Shoot 'Em Up"", 'Arcade', 'Action']",eschatos,2015,14.99,378770,Qute
['Action'],eschatos original soundtrack (steam edition),2015,4.99,396910,Qute
"[""Shoot 'Em Up"", 'Action']",judgement silversword - resurrection -,2015,4.99,278510,Qute
"['Indie', 'Great Soundtrack', 'Gore', 'Fast-Paced', 'Pixel Graphics', 'Action']",invasion,2015,1.99,397980,Hipix Studio
"['Tanks', 'Indie', 'War', 'Tactical', 'Futuristic', 'Military', 'Fast-Paced', 'PvP', 'Casual', 'Singleplayer', 'Multiplayer', 'Shooter', 'Team-Based', 'Online Co-Op', 'Action']",tankzone battle,2015,8.99,388430,Render System
"['Indie', 'Choose Your Own Adventure', 'Dark', 'Demons', 'RPG', 'Zombies', 'Adventure', 'Story Rich']",judgement,2015,4.99,383780,"Nathan Archer,Luke Brown,Dan Kramer"
"['Indie', 'Action']",bleeding blocks,2015,1.99,400710,Killer Teapot Games
"['Adventure', 'Indie', 'Action']",la-mulana original sound track,2015,14.99,396690,NIGORO
"['Indie', 'Action', 'Strategy']",battle of empires : 1914-1918 -  british empire,2015,4.99,383450,Great War Team
"['Indie', 'Robots', 'Exploration', 'Platformer', 'Controller', '2D', 'Adventure', 'Action', 'Metroidvania']",robot exploration squad,2015,2.99,393600,Jack Dolabany
"['Indie', 'Tactical', 'Turn-Based Tactics', 'Difficult', 'RPG', 'Rogue-like', 'Isometric', 'Post-apocalyptic', 'Turn-Based', 'Arcade', 'Action', 'Strategy']",skyshine's bedlam,2015,19.98,367600,Skyshine Games
"['Indie', 'Chess', 'Great Soundtrack', 'Turn-Based Strategy', 'Casual', 'Board Game', 'Singleplayer', 'Multiplayer', 'Turn-Based', 'Free to Play', 'Family Friendly', 'Strategy']",simply chess,2015,0.0,312280,BlueLine Games
"['Early Access', 'Indie', 'Action']",crash dummy,2015,9.99,345690,Twelve Games
"['Singleplayer', 'Anime', 'Action', 'Great Soundtrack', 'RPGMaker', 'Survival', 'JRPG', 'Sci-fi', 'Adventure', 'Funny', 'Indie', 'Fantasy', 'Retro', 'Difficult', 'Story Rich', ""Shoot 'Em Up"", 'Pixel Graphics', 'RPG', 'Shooter', '2D']",destiny warriors rpg,2015,2.99,399790,ninjalex
"['Indie', 'Shooter', 'Action']",the juicer,2012,0.99,400790,Anvate Games
"['Indie', 'Horror', 'Gore', 'Violent', 'Survival Horror', 'Adventure', 'Action', 'Psychological Horror', 'Nudity']",dungeon nightmares ii : the memory,2015,8.99,382090,K Monkey
"['Based On A Novel', 'Indie', 'Great Soundtrack', 'Soundtrack', 'Visual Novel', 'Psychological', 'Atmospheric', 'Music', 'Dark', 'Dystopian', 'Cult Classic', 'Anime']",discouraged workers - original sound track,2015,4.99,375160,YGGDRASIL STUDIO
"['Indie', 'RPG', 'Strategy']",official guide - girlfriend rescue,2015,2.99,363040,Aldorlea Games
"['Indie', 'RPG', 'Action', 'Pixel Graphics']",legends of pixelia,2015,4.99,371530,SimaGames
"['Indie', 'Turn-Based Strategy', 'Exploration', 'Atmospheric', 'Casual', 'Touch-Friendly', 'Hand-drawn', 'Singleplayer', 'RPG', 'Turn-Based', 'Pirates', 'Strategy']",braveland pirate,2015,6.99,391490,Tortuga Team
"['Card Game', 'Casual']",lapland solitaire,2015,4.99,395890,Lemon Moose
"['Adventure', 'Indie', 'Action']",albino lullaby: episode 1 (official video game soundtrack),2015,9.99,403320,Ape Law
['Simulation'],x-plane 10 addon - aerosoft - airport manchester,2015,24.98,339393,Icarus Development Team
['Simulation'],fsx: steam edition - friday harbor (kfhr) add-on,2015,19.98,379235,Orbx
"['Adventure', 'Action']",magicka 2: three cardinals robe pack,2015,4.99,393831,Paradox Arctic
"['Adventure', 'Action']",magicka 2: gates of midgård challenge pack,2015,3.99,393830,Paradox Arctic
"['Psychedelic', 'Comedy', 'Cold War', 'Destruction', 'Singleplayer', 'Demons', 'World War I', 'Romance', 'Cute', 'Family Friendly', 'Great Soundtrack', 'Cult Classic', 'Multiplayer', 'Free to Play', 'Villain Protagonist', 'Female Protagonist', 'Match 3', 'Sexual Content', 'Casual', 'Puzzle']",frozen free fall: snowball fight,2015,0.0,357480,SuperVillain Studios
"['Indie', 'Utilities', 'Fantasy', 'Software', 'Party-Based RPG', 'Dungeon Crawler', 'Demons', 'RPG', 'Turn-Based', 'Online Co-Op', 'Story Rich', 'Strategy']",fantasy grounds - d&d rage of demons: out of the abyss,2015,24.98,403500,"SmiteWorks USA, LLC"
"['Indie', 'Multiplayer', 'Action', 'Local Multiplayer']",overruled!,2015,12.99,297740,Dlala Studios
"['Indie', 'Casual']",run run and die,2015,2.99,397670,Pixel Bones Studio
"[""Shoot 'Em Up"", 'Indie', 'Action']",solar shifter ex,2015,4.99,363940,Elder Games
['Action'],solar shifter ex - soundtrack,2015,4.99,400770,Elder Games
"['Simulation', 'Indie', 'Casual', 'RPG', 'Adventure', 'Strategy']",fortresscraft evolved dapper indie supporter's pack,2015,4.99,400400,ProjectorGames
"['Anime', 'Action']",one piece pirate warriors 3 story pack,2015,11.99,378501,"KOEI TECMO GAMES CO., LTD."
"['Indie', 'Action', 'Casual', 'Match 3']",match 3 revolution,2015,3.99,401420,DreamsSoftGames
"['Indie', 'Platformer', 'Action', 'Casual']",wondercat adventures,2015,2.99,384120,Obscure Cloud
"['Simulation', 'Action', 'Massively Multiplayer', 'Free to Play']",star conflict: fleet strength - sawtooth,2015,24.98,397123,Star Gem Inc.
"['Simulation', 'Action', 'Massively Multiplayer', 'Free to Play']",star conflict: fleet strength - cutter,2015,24.98,397124,Star Gem Inc.
"['Simulation', 'Action', 'Massively Multiplayer', 'Free to Play']",star conflict: fleet strength - mauler,2015,29.98,397125,Star Gem Inc.
"['Simulation', 'Action', 'Massively Multiplayer', 'Free to Play']",star conflict: dogs of war - nyx,2015,18.98,397126,Star Gem Inc.
"['Sports', 'Indie', 'Racing']",mad snowboarding,2015,8.99,399900,Denis Lapiner
"['Adventure', 'Hidden Object', 'Casual', 'Puzzle']",the dreamatorium of dr. magnus 2,2015,7.99,393150,Two Desperados
"['Indie', 'RPGMaker', 'Casual', 'RPG', 'Adventure', 'Action', 'Strategy']",questevent,2015,2.99,357910,Fivang
"['Adventure', 'Casual']",shades of black,2015,11.99,340370,MDNA Games
['Simulation'],fsx: steam edition - air alaska add-on,2015,16.98,364328,TakeFlight Interactive
['Simulation'],fsx: steam edition - piper j-3 cub add-on,2015,40.0,360080,A2A Simulations
"['Simulation', 'Racing', 'Sports']",ride - 2015 top bikes pack 1,2015,5.99,392880,Milestone S.r.l.
"['Simulation', 'Racing', 'Sports']",ride: season pass,2015,14.99,350560,Milestone S.r.l.
"['Simulation', 'Racing', 'Sports']",ride - 2015 top bikes pack 2,2015,5.99,392900,Milestone S.r.l.
"['Simulation', 'Indie', 'Great Soundtrack', 'Local Multiplayer', 'Space', '4 Player Local', 'Colorful', 'Co-op', ""Shoot 'Em Up"", 'Sci-fi', 'Multiplayer', 'Local Co-Op', '2D', 'Adventure', 'Cute', 'Action', 'Nudity']",lovers in a dangerous spacetime,2015,14.99,252110,Asteroid Base
"['Simulation', 'Indie', 'God Game', 'Pixel Graphics', 'Anime', '2D', 'Puzzle', 'Strategy']",fate tectonics,2015,0.49,379530,Golden Gear Games
"['Action', 'Strategy']",alien robot monsters - soundtrack,2015,3.99,392840,Kraftix Games
"['Tower Defense', 'Indie', 'Action', 'Strategy']",alien robot monsters,2015,5.99,391250,Kraftix Games
"['Simulation', 'Racing', 'Sports']",motogp™15 red bull rookies cup,2015,3.99,392420,Milestone S.r.l.
"['Indie', 'Great Soundtrack', 'Action-Adventure', 'Hack and Slash', 'Colorful', 'Atmospheric', 'Top-Down', 'Casual', 'Historical', 'Hand-drawn', 'Singleplayer', 'RPG', 'Story Rich', 'Adventure', 'Action', 'Action RPG']",cross of the dutchman,2015,8.99,384000,Triangle Studios
"['Adventure', 'Indie', 'RPG', 'Action']",cross of the dutchman - artbook,2015,2.99,401390,Triangle Studios
"['Adventure', 'Indie', 'RPG', 'Action']",cross of the dutchman - papercraft,2015,0.99,401391,Triangle Studios
"['Adventure', 'Indie', 'RPG', 'Action']",cross of the dutchman - soundtrack,2015,3.99,401380,Triangle Studios
"['Simulation', 'Casual']",rocksmith® 2014 – the all-american rejects song pack,2015,7.99,369819,Ubisoft - San Francisco
"['Simulation', 'Casual']",rocksmith® 2014 – the all-american rejects - “gives you hell”,2015,2.99,369818,Ubisoft - San Francisco
"['Indie', 'Great Soundtrack', 'Mature', 'Fantasy', 'Visual Novel', 'Female Protagonist', 'Casual', 'Singleplayer', 'Anime', 'Adventure', 'Story Rich', 'Nudity']",fault - milestone two side:above,2015,14.99,344770,ALICE IN DISSONANCE
"['Chess', 'Gore', 'Turn-Based Strategy', 'Singleplayer', 'Third Person', 'Action', 'Simulation', 'Great Soundtrack', 'Turn-Based Tactics', 'Board Game', 'Sci-fi', 'Multiplayer', 'Turn-Based', 'Games Workshop', 'Indie', 'Warhammer 40K', 'Strategy', 'Tactical', 'Asynchronous Multiplayer', 'Competitive']","warhammer 40,000: regicide",2015,14.99,322910,Hammerfall Publishing
"['Indie', 'Action']",paperbound - official soundtrack,2015,3.99,397230,White Noise Wave
"['Indie', 'Action']",master spy ost,2015,4.99,395020,TURBOGUN
"['Indie', 'Great Soundtrack', 'Horror', 'Platformer', 'Dark', 'Abstract', 'Dystopian', 'Difficult', 'Pixel Graphics', 'Experimental', 'Demons', 'Singleplayer', 'Puzzle-Platformer', '2D', 'Puzzle', 'Action', 'Psychological Horror']",circa infinity,2015,4.99,390610,Kenny Sun
"['Indie', 'Action']",circa infinity original soundtrack,2015,3.99,393510,"Jack Fay,Jim Fay"
"['Simulation', 'Action', 'Massively Multiplayer', 'Free to Play']",star conflict: fleet strength - loki,2015,24.98,397120,Star Gem Inc.
"['Simulation', 'Indie', 'Mature', 'Sexual Content', 'Comedy', 'Casual', 'Cult Classic', 'Realistic', 'Pixel Graphics', 'Singleplayer', 'Memes', '2D', 'Puzzle', 'Arcade', 'Action', 'Funny', 'Story Rich', 'Nudity']",shower with your dad simulator 2015: do you still shower with your dad,2015,0.99,359050,marbenx
"['War', 'Tactical', 'RTS', 'Military', 'Co-op', 'Base Building', 'Singleplayer', 'Multiplayer', 'Classic', 'Action', 'Strategy']",act of aggression - reboot edition,2015,29.98,318020,Eugen Systems
['Simulation'],train simulator: db br 261 'voith gravita' loco add-on,2015,19.98,325952,Dovetail Games
"['Indie', 'Action', 'Strategy']",awesomenauts - electronic supersonic cybertronic rocco skin,2015,7.99,387980,Ronimo Games
"['Indie', 'Action', 'Casual', 'Strategy']",streamline,2015,10.99,393660,Frostcloud Studios
"['Indie', 'Action', 'Strategy']",awesomenauts - dragon huntress ksenia skin,2015,4.99,387981,Ronimo Games
"['RPG', '4X', 'Strategy']",endless legend™ - shadows,2015,12.99,374500,AMPLITUDE Studios
"['Simulation', 'Female Protagonist', 'Casual', 'Adventure', 'Action', 'Strategy']",kitchen simulator 2015,2015,0.99,399230,WhackAKey Games
"['Adventure', 'Indie', 'Platformer', 'Casual']",alpha runner,2015,0.99,387840,LightsoutGames
"['Adventure', 'Indie', 'RPG', 'Strategy']",armello original soundtrack - wyld's call,2015,9.99,398911,League of Geeks
"['War', 'RTS', 'Military', 'World War II', 'Singleplayer', 'Multiplayer', 'Action', 'Strategy']",company of heroes 2 - the british forces,2015,12.99,365820,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
"['Bullet Hell', ""Shoot 'Em Up"", '2D', 'Arcade', 'Action']",raiden iv: overkill,2015,14.99,323460,"Moss Co., Ltd."
"['Indie', 'Casual', 'Strategy']",boss monster: the player's choice,2015,1.99,363253,Plain Concepts Corp
['Adventure'],get rich or die gaming,2010,2.99,395910,Baller Industries
"['Indie', 'Great Soundtrack', 'Physics', 'Dark Comedy', 'Comedy', 'Dark Humor', 'Platformer', 'Casual', 'Blood', 'Puzzle', 'Cute']",cute things dying violently,2015,2.99,305820,"ApathyWorks, LLC"
"['Indie', 'Casual', 'Pixel Graphics', 'RPG', 'Action']",buff knight advanced,2015,2.99,385440,"Buff Studio Co.,Ltd."
"['Indie', 'Casual']",battlequiz,2015,2.99,397800,Rhema Group
['Simulation'],fsx: steam edition - lukla airport (vnlk) add-on,2015,19.98,379547,Aerosoft GmbH
"['Simulation', 'Indie', 'Great Soundtrack', 'Atmospheric', 'Adventure', 'Relaxing']",lumini,2015,12.99,360840,Speelbaars
"['Simulation', 'Football', 'Sports', 'Strategy']",bowl bound college football,2015,19.98,398640,Grey Dog Software
"['Indie', 'World War II', 'RPG', 'Shooter', 'Zombies', 'Adventure', 'Action', 'Funny']",burgers,2015,2.99,385830,storm_sharks
"['Indie', 'Top-Down', 'Dungeon Crawler', 'Early Access', 'Retro', 'RPG', 'Procedural Generation', 'Pixel Graphics', 'Adventure']",zxill: a legend of time,2015,6.99,397830,"ZXDigital Ltd,Polyquest Games"
['Sports'],rugby world cup 2015,2015,29.98,365750,HB Studios
"['Indie', 'Casual']",snik - soundtrack,2015,0.99,399460,Cleverweek
"['Choices Matter', 'Indie', 'Visual Novel', 'Choose Your Own Adventure', 'Interactive Fiction', 'Multiple Endings', 'Adventure']",wild island quest,2015,1.99,392820,NLB project
"['Indie', 'RPG', 'Action']",rubber and lead,2015,4.99,389810,Omega Point Games
"['Indie', 'Puzzle', 'Dungeon Crawler', 'Rogue-like', 'Adventure', 'Strategy']",dungeonup,2014,4.99,388620,Clewcat Games
"['Indie', 'Casual']",snik,2015,2.99,388050,Cleverweek
"['Indie', 'Great Soundtrack', 'Rhythm', 'Bullet Hell', ""Shoot 'Em Up"", 'Procedural Generation', 'Shooter', 'Pixel Graphics', 'Music-Based Procedural Generation', '2D', 'Arcade', 'Action']",hyperspace invaders ii: pixel edition,2015,4.99,397690,Entity Medialab
"['Choices Matter', 'Indie', 'Choose Your Own Adventure', 'Text-Based', 'Interactive Fiction', 'RPG']",a wise use of time,2015,6.99,397780,Choice of Games
"['Indie', 'Rogue-lite', 'Co-op', 'Dungeon Crawler', ""Beat 'em up"", 'Difficult', 'RPG', 'Rogue-like', 'Multiplayer', 'Local Co-Op', '2D', 'Adventure', 'Online Co-Op', 'Action', 'Funny']",rampage knights,2015,11.99,314410,Rake in Grass
"['Indie', 'Casual', 'Strategy']",wizards' clash,2015,4.99,350710,DQ Team
"['Indie', 'RPGMaker', 'Casual', 'RPG', 'Adventure']",freedom cry,2015,6.99,395400,Warfare Studios
"['Adventure', 'Indie', 'Horror', 'Puzzle']",fireflies,2015,1.99,396530,Phanom Games
"['Adventure', 'Indie', 'Casual']",mooch,2015,4.99,398460,Crank Goblin
"['Indie', 'Action', 'Casual']",fjall,2015,2.99,398900,"dimecoin,Bestow"
"['Adventure', 'Indie']",lumini - original soundtrack / artbook,2015,4.99,396780,Speelbaars
"['Indie', 'Platformer', 'Pixel Graphics', 'Arcade', 'Action']",mos speedrun 2,2015,8.99,333290,Physmo
"['Indie', 'Platformer', 'Western', 'Action', 'Side Scroller']",gunman clive 2,2015,2.99,394550,Hörberg Productions
"['Sports', 'Indie', 'Casual', 'Local Multiplayer']",unfair jousting fair,2015,4.99,377550,Rodaja
"['Simulation', 'Casual', 'Strategy']",zoo empire,2004,6.99,286750,Enlight Software Limited
"['Female Protagonist', 'Action', 'Historical', 'Strategy']",wars and warriors: joan of arc,2004,6.99,294590,Enlight Software Limited
"['Adventure', ""1990's"", 'FMV', 'Point & Click']",noctropolis,1994,9.99,377070,"Flashpoint Studios,Nightdive Studios"
"['Simulation', 'Casual', 'Strategy']",marine park empire,2004,6.99,294730,Enlight Software Limited
['Action'],call of duty®: advanced warfare - reckoning,2015,14.99,318794,"Sledgehammer Games,Raven Software"
"['Indie', 'Action', 'Strategy']",awesomenauts - cosmic captain ksenia skin,2015,2.99,387982,Ronimo Games
"['Simulation', 'Indie']",painters guild - soundtrack,2015,4.99,395700,"Lucas Molina,Morvan"
"['Indie', 'Puzzle-Platformer', 'Puzzle', 'Action', 'Strategy']",almightree: the last dreamer,2015,4.99,368050,Chocoarts
"['Gore', 'Dark', 'Singleplayer', 'Medieval', 'Action', 'Great Soundtrack', 'Dark Fantasy', 'Atmospheric', 'Experimental', ""Beat 'em up"", 'Adventure', 'Indie', '3D Platformer', 'Difficult', 'First-Person', 'Horror', 'FPS', 'Shooter', 'Puzzle']",vapour: part 1 (soundtrack),2015,3.99,378061,Skobbejak Games
"['Simulation', 'Indie', 'Casual', 'Aliens', '2D', 'Sandbox', 'Action', 'Funny']",abduction action! plus,2015,1.99,360580,Fun Infused Games
"['Turn-Based Strategy', 'Kickstarter', 'Singleplayer', 'Cute', 'Card Game', 'Great Soundtrack', 'Dark Fantasy', 'Board Game', 'Multiplayer', 'Turn-Based', 'Adventure', 'Indie', 'Fantasy', 'Tactical RPG', 'Grand Strategy', 'Multiple Endings', 'Strategy', 'RPG', 'Benchmark', 'Hex Grid']",armello,2015,19.98,290340,League of Geeks
"['Simulation', 'Casual']","rocksmith® 2014 – earth, wind & fire - “september”",2015,2.99,369812,Ubisoft - San Francisco
"['Simulation', 'Casual']","rocksmith® 2014 – earth, wind & fire - “shining star”",2015,2.99,369813,Ubisoft - San Francisco
"['Simulation', 'Casual']","rocksmith® 2014 – earth, wind & fire - “sing a song”",2015,2.99,369814,Ubisoft - San Francisco
"['Tower Defense', 'Simulation', 'Indie', 'Casual', 'Family Friendly', 'Funny', 'Strategy']",reigning cats,2015,1.99,398110,Myra D'Ann
"['Indie', 'Great Soundtrack', 'Platformer', 'Singleplayer', 'Pixel Graphics', 'Anime', '2D', 'Action', 'Side Scroller']",azure striker gunvolt,2015,14.99,388800,"INTI CREATES CO., LTD."
"['Indie', 'Horror', 'Great Soundtrack', 'Puzzle', 'Female Protagonist', 'RPGMaker', 'Surreal', 'Pixel Graphics', 'Adventure']",stray cat crossing,2015,2.99,385330,"Jurlo,JetPackGone"
"['Indie', 'Anime', 'Action', 'Soundtrack']",azure phosphorescence,2015,9.99,396990,"INTI CREATES CO., LTD."
"['Gore', 'Singleplayer', 'Anime', 'Action', 'Great Soundtrack', 'RPGMaker', 'Open World', 'Atmospheric', 'Adventure', 'Funny', 'Indie', 'Fantasy', 'Retro', ""Shoot 'Em Up"", 'Pixel Graphics', 'RPG', 'Shooter', '2D', 'Puzzle', 'Sandbox']",labyronia rpg 2,2015,2.99,397500,Labyrinthine
"['Indie', 'Anime', 'Action', 'Soundtrack']",azure striker gunvolt official soundtrack,2015,9.99,392670,"INTI CREATES CO., LTD."
"['Indie', 'Top-Down', 'RPG', 'Top-Down Shooter', 'Rogue-like', 'Action']",razenroth,2015,4.99,340830,Enitvare
"['Indie', 'RPGMaker', 'Casual', 'RPG', 'Adventure']",ashes of immortality ii,2015,6.99,362140,Warfare Studios
"['Psychedelic', 'Dark', 'Transhumanism', 'Action', 'Great Soundtrack', 'Atmospheric', 'Silent Protagonist', 'Cult Classic', 'Sci-fi', 'Level Editor', 'Based On A Novel', 'Indie', 'Difficult', 'Story Rich', 'Strategy', 'Tower Defense', 'Space', 'Psychological', 'Abstract']",immortal defense,2007,9.99,298360,Studio Eres
"['Psychedelic', 'Exploration', 'Dark', 'Singleplayer', 'Mystery', 'Atmospheric', 'Walking Simulator', 'Experimental', 'Adventure', 'Minimalist', 'Indie', 'Platformer', 'Colorful', 'Music', 'Surreal', 'Difficult', 'First-Person', 'Space', 'Abstract', 'Puzzle']",rememoried,2015,9.99,368450,Vladimir Kudelka
"['Simulation', 'Early Access', 'Strategy']",industry transporters,2015,9.99,376150,Markus Fick
"['Puzzle', 'Indie', 'Match 3', 'Casual']",tisnart tiles,2015,2.99,398920,Tisnart
"['Indie', 'Horror', 'Casual', 'Survival Horror', 'Action']",deliverance,2015,4.99,397200,TBDTS Games
"['Difficult', 'Indie', 'Casual', 'Puzzle-Platformer']",tinboy,2015,0.99,399430,Razvan
"['Simulation', 'Indie', 'Racing', 'Sports']",minidrivers,2015,5.99,385490,Ivanovich Games
"['Adventure', 'Indie', 'Action', 'Early Access']",containment protocol,2015,3.99,346300,Xiotex Studios Ltd
"['Indie', 'Horror', 'Gore', 'Puzzle', 'Kickstarter', 'Space', 'Point & Click', 'Atmospheric', 'Sci-fi', 'Singleplayer', '2D', 'Adventure', 'Isometric', 'Psychological Horror', 'Story Rich']",stasis,2015,19.98,380150,THE BROTHERHOOD
"['Indie', 'Fantasy', 'RPGMaker', 'Party-Based RPG', 'Casual', 'JRPG', 'RPG', 'Adventure']",hoven the sages spinel,2015,1.99,398960,"Bradley Elam,Colton Bone"
"['Puzzle', 'Indie', 'Action', 'Arcade']",stoorm - full edition.,2015,3.99,365930,Garage Monkey Studio
"['Indie', 'Dinosaurs', 'Platformer', 'Singleplayer', 'Blood', 'Adventure', 'Cute', 'Action', 'Family Friendly']",iggy's egg adventure,2015,4.99,366040,Ginger Labs LLC
"['Adventure', 'Indie', 'Platformer', 'Action']",urizen shadows of the cold deluxe frosty edition,2015,0.99,397700,Bloodshadow Games
"['Singleplayer', 'Anime', 'Cute', 'Action', 'Family Friendly', 'Simulation', 'Great Soundtrack', 'Survival', 'Open World', 'Atmospheric', 'Walking Simulator', 'Free to Play', 'Indie', 'Female Protagonist', 'Difficult', 'Story Rich', 'Strategy', 'Casual', 'Shooter', 'Puzzle']",let the cat in,2015,0.0,369400,Eforb
"['Kickstarter', 'Singleplayer', 'Action', 'Great Soundtrack', 'Open World', 'Atmospheric', 'Stealth', 'Top-Down', 'Co-op', 'Sci-fi', 'Multiplayer', 'Indie', 'RTS', 'Real-Time', 'Cyberpunk', 'Class-Based', 'Strategy', 'Tactical', 'RPG', 'Isometric']",satellite reign,2015,29.98,268870,5 Lives Studios
"['Indie', 'Great Soundtrack', 'Psychedelic', 'Minimalist', 'Colorful', 'Fast-Paced', 'Casual', 'Music', 'Difficult', 'Controller', 'Score Attack', '2D', 'Arcade', 'Replay Value', 'Action']",one more line,2015,2.99,356890,SMG Studio
"['Indie', 'Horror', 'Atmospheric', 'Walking Simulator', 'Experimental', 'First-Person', 'Free to Play', 'Adventure', 'Short']",port of call,2015,0.0,356520,Underdog Games
"['Adventure', 'Indie', 'Dinosaurs', 'Strategy']",caveman craig,2015,4.99,363240,Parabox Games
"['Indie', 'Platformer', 'Action', 'Puzzle-Platformer']",proto raider,2015,2.99,386050,Puzzle Lab
"['Indie', 'Physics', 'Dystopian', 'Early Access', 'Retro', 'Difficult', 'Steampunk', '2.5D', 'Singleplayer', 'Pinball', 'Arcade', 'Action']",caromble!,2015,12.99,347660,Crimson Owl Studios
"['Simulation', 'Indie', 'Turn-Based Strategy', 'Party-Based RPG', 'Casual', 'Management', 'RPG', 'Strategy RPG', 'Turn-Based', 'Replay Value', 'Strategy']",redemption: eternal quest,2015,1.99,390880,SimProse Studios
"['Indie', 'Great Soundtrack', 'Survival', 'Top-Down Shooter', 'Aliens', 'Survival Horror', 'Action']",xenocide,2015,2.99,381910,Confused Genius
"['Indie', 'Horror', 'Multiplayer', 'Free to Play', 'Action', 'Psychological Horror']",clown house (palyaço evi),2015,0.0,387970,"gord10,Aslan Game Studio"
"['Indie', 'Horror', 'Survival', 'RPG', 'Post-apocalyptic', 'Zombies', 'Action']",i shall remain,2015,9.99,293460,Scorpius Games
"['Fantasy', 'Great Soundtrack', 'Turn-Based Combat', 'JRPG', 'Cult Classic', 'Singleplayer', 'Retro', 'RPG', 'Anime', 'Turn-Based', 'Classic', 'Adventure', 'Story Rich']",grandia® ii anniversary edition,2015,19.98,330390,"GAME ARTS Co., Ltd.,SkyBox Labs"
"['Tanks', 'Action']",mass destruction,2015,4.99,396820,NMS Software
"['Design & Illustration', 'Animation &amp; Modeling', 'Utilities', 'Animation & Modeling', 'Software Training', 'Early Access', 'Game Development', 'Education', 'Design &amp; Illustration']",leadwerks game launcher,2015,0.0,355500,Leadwerks Software
"['Indie', 'Great Soundtrack', 'Casual', 'Difficult', 'Action']",flywrench,2015,6.99,337350,Messhof
"['Indie', 'Fantasy', 'Turn-Based Strategy', 'Strategy RPG', 'RPG', 'Voxel', 'Turn-Based', 'Strategy']",the last warlock,2015,5.99,385060,Sonic Sloth
"['Mature', 'Casual', 'Board Game', 'Anime', 'Puzzle', 'Nudity']",pretty girls mahjong solitaire,2015,4.99,393980,Zoo Corporation
"['Remake', 'Great Soundtrack', '1980s', 'Platformer', '2D', 'Retro', 'Pixel Graphics', 'Singleplayer', 'Difficult', 'Sci-fi', 'Anime', 'Classic', 'Shooter', 'Action', 'Side Scroller']",mega man legacy collection / ロックマン クラシックス コレクション,2015,14.99,363440,Capcom
"['Online Co-Op', 'Indie', 'Platformer']",owys,2015,0.99,394770,Gameware Studios
"['Indie', 'Great Soundtrack', 'Female Protagonist', 'RPG', 'Adventure']",lisa the joyful,2015,4.99,379310,Dingaling
"['Adventure', 'Indie', 'Casual']",shelter 2 mountains,2015,4.99,367850,Might and Delight
"['Fantasy', 'RPG', 'Isometric']",pillars of eternity - the white march part i,2015,14.99,373340,Obsidian Entertainment
"['Indie', 'Fantasy', 'Great Soundtrack', 'Puzzle', 'Funny', 'Platformer', 'JRPG', 'Singleplayer', 'Pixel Graphics', 'RPG', 'Retro', 'Action RPG', '2D', 'Parody', 'Adventure', 'Action', 'Time Travel', 'Story Rich']",evoland 2,2015,19.98,359310,Shiro Games
"['Adventure', 'Indie', 'RPG', 'Action']",evoland 2 - soundtrack,2015,6.99,396460,Shiro Games
"['Indie', 'Puzzle', 'Comedy', 'Sci-fi', 'Strategy RPG', 'Rogue-like', 'Adventure', 'Arcade', 'Action', 'Strategy']",nova-111,2015,8.99,325370,Funktronic Labs
"['Indie', 'Strategy']",shadows of war soundtrack,2015,0.99,387040,TRI.G
"['Gore', 'Comedy', 'Singleplayer', 'Crime', 'Action', 'Great Soundtrack', 'Dark Humor', 'Stealth', 'Top-Down', 'Funny', 'Indie', 'Villain Protagonist', 'Retro', 'Difficult', 'Story Rich', 'Strategy', 'Horror', 'Pixel Graphics', 'Violent', '2D']",party hard,2015,12.89,356570,"Pinokl Games,Kverta"
"['Adventure', 'Indie', 'Horror']",nyctophobia,2015,1.99,378100,Lightning Man Media
"['Indie', 'Horror', 'Rogue-lite', '4 Player Local', ""Shoot 'Em Up"", 'Pixel Graphics', 'Local Co-Op', 'Cute', 'Action']",shutshimi,2015,9.99,332530,Neon Deity Games
